Data,Produto,Categoria,Região,Vendedor,Vendas,Quantidade,Custo
2024-05-11,Headset,Informática,Oeste,Carla Dias,4337,23,3094.250583590315
2025-02-18,Headphone,Periféricos,Leste,Ana Silva,7917,25,226.90171013730713
2025-07-31,Memória RAM,Armazenamento,Sul,Eva Santos,186,27,5819.657859176581
2023-05-29,Headphone,Periféricos,Leste,Diego Lima,1937,24,2850.19785860902
2025-10-18,Headphone,Informática,Norte,Eva Santos,6433,22,2561.52452432819
2024-10-22,Memória RAM,Armazenamento,Norte,Carla Dias,8210,7,4817.277237734621
2023-10-29,Mouse,Armazenamento,Norte,Diego Lima,11069,25,3535.099300741746
2023-08-26,SSD,Periféricos,Leste,Carla Dias,8215,27,7848.279476333276
2024-10-08,Teclado,Periféricos,Norte,Eva Santos,4030,22,2901.5240997585065
2024-10-24,Headset,Periféricos,Norte,Carla Dias,6082,17,4942.055070286674
2023-08-24,Webcam,Armazenamento,Norte,Diego Lima,10236,4,2548.2767168284417
2023-07-22,Memória RAM,Armazenamento,Sul,Diego Lima,8478,24,7925.512243268401
2023-09-13,SSD,Informática,Leste,Carla Dias,6483,23,3605.279394983415
2024-08-20,Memória RAM,Armazenamento,Leste,Diego Lima,5909,16,5102.30018206508
2024-10-23,Teclado,Informática,Oeste,Diego Lima,6635,19,1083.6356339452022
2023-08-23,Mouse,Periféricos,Leste,Carla Dias,11418,10,5885.551781720172
2024-06-17,Memória RAM,Periféricos,Sul,Eva Santos,5217,3,2212.1436583749264
2025-05-09,Teclado,Armazenamento,Leste,Diego Lima,811,27,3633.0169624110013
2025-02-08,Teclado,Periféricos,Sul,Diego Lima,8123,3,7074.413853633467
2024-06-24,Mouse,Periféricos,Sul,Diego Lima,6536,28,7766.775917890003
2023-08-01,Headphone,Armazenamento,Leste,Diego Lima,10152,17,3442.6110465756274
2024-04-07,Headphone,Informática,Oeste,Carla Dias,8037,10,6691.637130199639
2024-03-11,Headset,Armazenamento,Norte,Eva Santos,564,17,502.5240368348972
2023-10-10,Headset,Informática,Norte,Eva Santos,7000,22,6792.786315938879
